02:51:18.561478 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 2720500:2720712, ack 1549, win 501, length 212
02:51:18.778048 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3297564:3297776, ack 1873, win 501, length 212
02:51:18.778091 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3297776:3297988, ack 1873, win 501, length 212
02:51:18.778136 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3297988:3298200, ack 1873, win 501, length 212
02:51:18.778172 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3298200:3298412, ack 1873, win 501, length 212
02:51:18.778204 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3298412:3298624, ack 1873, win 501, length 212
02:51:18.778285 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3298624:3298836, ack 1873, win 501, length 212
02:51:18.778331 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3298836:3299048, ack 1873, win 501, length 212
02:51:18.778375 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3299048:3299260, ack 1873, win 501, length 212
02:51:18.778419 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3299260:3299472, ack 1873, win 501, length 212
02:51:18.778650 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3299472:3299684, ack 1873, win 501, length 212
02:51:18.778859 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3299684:3299896, ack 1873, win 501, length 212
02:51:18.779034 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3299896:3300108, ack 1873, win 501, length 212
02:51:18.779077 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3300108:3300320, ack 1873, win 501, length 212
02:51:18.779501 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3300320:3300532, ack 1873, win 501, length 212
02:51:18.779559 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3300532:3300744, ack 1873, win 501, length 212
02:51:18.779624 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3300744:3300956, ack 1873, win 501, length 212
02:51:18.779764 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3300956:3301168, ack 1873, win 501, length 212
02:51:18.780009 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3301168:3301380, ack 1873, win 501, length 212
02:51:18.780075 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3301380:3301592, ack 1873, win 501, length 212
02:51:18.780280 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3301592:3301804, ack 1873, win 501, length 212
02:51:18.780435 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3301804:3302016, ack 1873, win 501, length 212
02:51:18.780510 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3302016:3302228, ack 1873, win 501, length 212
02:51:18.780562 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3302228:3302440, ack 1873, win 501, length 212
02:51:18.780610 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3302440:3302652, ack 1873, win 501, length 212
02:51:18.780657 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3302652:3302864, ack 1873, win 501, length 212
02:51:18.780703 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3302864:3303076, ack 1873, win 501, length 212
02:51:18.780749 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3303076:3303288, ack 1873, win 501, length 212
02:51:18.780815 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3303288:3303500, ack 1873, win 501, length 212
02:51:18.780998 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3303500:3303712, ack 1873, win 501, length 212
02:51:18.781128 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3303712:3303924, ack 1873, win 501, length 212
02:51:18.781184 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3303924:3304136, ack 1873, win 501, length 212
02:51:18.781234 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3304136:3304348, ack 1873, win 501, length 212
02:51:18.781278 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3304348:3304560, ack 1873, win 501, length 212
02:51:18.781314 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3304560:3304772, ack 1873, win 501, length 212
02:51:18.781348 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3304772:3304984, ack 1873, win 501, length 212
02:51:18.781381 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3304984:3305196, ack 1873, win 501, length 212
02:51:18.781418 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3305196:3305408, ack 1873, win 501, length 212
02:51:18.781457 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3305408:3305620, ack 1873, win 501, length 212
02:51:18.781502 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3305620:3305832, ack 1873, win 501, length 212
02:51:18.781542 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3305832:3306044, ack 1873, win 501, length 212
02:51:18.781580 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3306044:3306256, ack 1873, win 501, length 212
02:51:18.781626 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3306256:3306468, ack 1873, win 501, length 212
02:51:18.781697 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3306468:3306680, ack 1873, win 501, length 212
02:51:18.781832 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3306680:3306892, ack 1873, win 501, length 212
02:51:18.781891 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3306892:3307104, ack 1873, win 501, length 212
02:51:18.781943 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3307104:3307316, ack 1873, win 501, length 212
02:51:18.781990 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3307316:3307528, ack 1873, win 501, length 212
02:51:18.782044 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3307528:3307740, ack 1873, win 501, length 212
02:51:18.782111 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3307740:3307952, ack 1873, win 501, length 212
02:51:18.782162 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3307952:3308164, ack 1873, win 501, length 212
02:51:18.782198 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3308164:3308376, ack 1873, win 501, length 212
02:51:18.782233 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3308376:3308588, ack 1873, win 501, length 212
02:51:18.782268 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3308588:3308800, ack 1873, win 501, length 212
02:51:18.782305 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3308800:3309012, ack 1873, win 501, length 212
02:51:18.782340 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3309012:3309224, ack 1873, win 501, length 212
02:51:18.782972 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3309224:3309436, ack 1873, win 501, length 212
02:51:18.783067 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3309436:3309648, ack 1873, win 501, length 212
02:51:18.783155 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3309648:3309860, ack 1873, win 501, length 212
02:51:18.783193 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3309860:3310072, ack 1873, win 501, length 212
02:51:18.783415 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3310072:3310284, ack 1873, win 501, length 212
02:51:18.783580 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3310284:3310496, ack 1873, win 501, length 212
02:51:18.783649 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3310496:3310708, ack 1873, win 501, length 212
02:51:18.783697 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3310708:3310920, ack 1873, win 501, length 212
02:51:18.783790 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3310920:3311132, ack 1873, win 501, length 212
02:51:18.784047 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3311132:3311344, ack 1873, win 501, length 212
02:51:18.784252 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3311344:3311556, ack 1873, win 501, length 212
02:51:18.784310 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3311556:3311768, ack 1873, win 501, length 212
02:51:18.784361 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3311768:3311980, ack 1873, win 501, length 212
02:51:18.784452 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3311980:3312192, ack 1873, win 501, length 212
02:51:18.784514 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3312192:3312404, ack 1873, win 501, length 212
02:51:18.784563 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3312404:3312616, ack 1873, win 501, length 212
02:51:18.784612 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3312616:3312828, ack 1873, win 501, length 212
02:51:18.784660 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3312828:3313040, ack 1873, win 501, length 212
02:51:18.784710 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3313040:3313252, ack 1873, win 501, length 212
02:51:18.784758 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3313252:3313464, ack 1873, win 501, length 212
02:51:18.784917 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3313464:3313676, ack 1873, win 501, length 212
02:51:18.784968 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3313676:3313888, ack 1873, win 501, length 212
02:51:18.785017 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3313888:3314100, ack 1873, win 501, length 212
02:51:18.785064 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3314100:3314312, ack 1873, win 501, length 212
02:51:18.785111 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3314312:3314524, ack 1873, win 501, length 212
02:51:18.785160 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3314524:3314736, ack 1873, win 501, length 212
02:51:18.785206 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3314736:3314948, ack 1873, win 501, length 212
02:51:18.785252 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3314948:3315160, ack 1873, win 501, length 212
02:51:18.785300 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3315160:3315372, ack 1873, win 501, length 212
02:51:18.785346 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3315372:3315584, ack 1873, win 501, length 212
02:51:18.785512 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3315584:3315796, ack 1873, win 501, length 212
02:51:18.785567 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3315796:3316008, ack 1873, win 501, length 212
02:51:18.785616 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3316008:3316220, ack 1873, win 501, length 212
02:51:18.785723 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3316220:3316432, ack 1873, win 501, length 212
02:51:18.785775 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3316432:3316644, ack 1873, win 501, length 212
02:51:18.785867 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3316644:3316856, ack 1873, win 501, length 212
02:51:18.785918 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3316856:3317068, ack 1873, win 501, length 212
02:51:18.785965 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3317068:3317280, ack 1873, win 501, length 212
02:51:18.786012 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3317280:3317492, ack 1873, win 501, length 212
02:51:18.786163 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3317492:3317704, ack 1873, win 501, length 212
02:51:18.786221 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3317704:3317916, ack 1873, win 501, length 212
02:51:18.786275 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3317916:3318128, ack 1873, win 501, length 212
02:51:18.786326 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3318128:3318340, ack 1873, win 501, length 212
02:51:18.786384 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3318340:3318552, ack 1873, win 501, length 212
02:51:18.786436 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3318552:3318764, ack 1873, win 501, length 212
02:51:18.786762 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3318764:3318976, ack 1873, win 501, length 212
02:51:18.786859 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3318976:3319188, ack 1873, win 501, length 212
02:51:18.786910 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3319188:3319400, ack 1873, win 501, length 212
02:51:18.787706 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3319400:3319612, ack 1873, win 501, length 212
02:51:18.788244 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3319612:3319824, ack 1873, win 501, length 212
02:51:18.788453 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3319824:3320036, ack 1873, win 501, length 212
02:51:18.788597 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3320036:3320248, ack 1873, win 501, length 212
02:51:18.788688 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3320248:3320460, ack 1873, win 501, length 212
02:51:18.789190 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3320460:3320672, ack 1873, win 501, length 212
02:51:18.789316 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3320672:3320884, ack 1873, win 501, length 212
02:51:18.789362 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3320884:3321096, ack 1873, win 501, length 212
02:51:18.789524 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3321096:3321308, ack 1873, win 501, length 212
02:51:18.789886 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3321308:3321520, ack 1873, win 501, length 212
02:51:18.790049 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3321520:3321732, ack 1909, win 501, length 212
02:51:18.790142 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3321732:3321944, ack 1909, win 501, length 212
02:51:18.790186 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3321944:3322156, ack 1909, win 501, length 212
02:51:18.790220 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3322156:3322368, ack 1909, win 501, length 212
02:51:18.790254 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3322368:3322580, ack 1909, win 501, length 212
02:51:18.790300 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3322580:3322792, ack 1909, win 501, length 212
02:51:18.790396 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3322792:3323004, ack 1909, win 501, length 212
02:51:18.790674 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3323004:3323216, ack 1909, win 501, length 212
02:51:18.790770 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3323216:3323428, ack 1909, win 501, length 212
02:51:18.790840 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3323428:3323640, ack 1909, win 501, length 212
02:51:18.790885 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3323640:3323852, ack 1909, win 501, length 212
02:51:18.791113 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3323852:3324064, ack 1909, win 501, length 212
02:51:18.791177 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3324064:3324276, ack 1909, win 501, length 212
02:51:18.791222 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3324276:3324488, ack 1909, win 501, length 212
02:51:18.791265 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3324488:3324700, ack 1909, win 501, length 212
02:51:18.791306 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3324700:3324912, ack 1909, win 501, length 212
02:51:18.791350 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3324912:3325124, ack 1909, win 501, length 212
02:51:18.791391 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3325124:3325336, ack 1909, win 501, length 212
02:51:18.791439 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3325336:3325548, ack 1909, win 501, length 212
02:51:18.791603 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3325548:3325760, ack 1909, win 501, length 212
02:51:18.791668 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3325760:3325972, ack 1909, win 501, length 212
02:51:18.791846 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3325972:3326184, ack 1909, win 501, length 212
02:51:18.792008 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3326184:3326396, ack 1909, win 501, length 212
02:51:18.792065 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3326396:3326608, ack 1909, win 501, length 212
02:51:18.792117 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3326608:3326820, ack 1909, win 501, length 212
02:51:18.792165 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3326820:3327032, ack 1909, win 501, length 212
02:51:18.792211 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3327032:3327244, ack 1909, win 501, length 212
02:51:18.792257 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3327244:3327456, ack 1909, win 501, length 212
02:51:18.792302 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3327456:3327668, ack 1909, win 501, length 212
02:51:18.792371 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 3327668:3327880, ack 1909, win 501, length 212
