ength 212
02:46:49.912150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 4703332:4703544, ack 2665, win 501, length 212
02:46:50.095767 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5248680:5248892, ack 2953, win 501, length 212
02:46:50.095798 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5248892:5249104, ack 2953, win 501, length 212
02:46:50.095832 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5249104:5249316, ack 2953, win 501, length 212
02:46:50.095869 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5249316:5249528, ack 2953, win 501, length 212
02:46:50.095901 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5249528:5249740, ack 2953, win 501, length 212
02:46:50.095935 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5249740:5249952, ack 2953, win 501, length 212
02:46:50.095967 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5249952:5250164, ack 2953, win 501, length 212
02:46:50.095999 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5250164:5250376, ack 2953, win 501, length 212
02:46:50.096032 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5250376:5250588, ack 2953, win 501, length 212
02:46:50.096077 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5250588:5250800, ack 2953, win 501, length 212
02:46:50.096109 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5250800:5251012, ack 2953, win 501, length 212
02:46:50.096140 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5251012:5251224, ack 2953, win 501, length 212
02:46:50.096177 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5251224:5251436, ack 2953, win 501, length 212
02:46:50.096219 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5251436:5251648, ack 2953, win 501, length 212
02:46:50.096250 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5251648:5251860, ack 2953, win 501, length 212
02:46:50.096289 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5251860:5252072, ack 2953, win 501, length 212
02:46:50.096342 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5252072:5252284, ack 2953, win 501, length 212
02:46:50.096376 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5252284:5252496, ack 2953, win 501, length 212
02:46:50.096414 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5252496:5252708, ack 2953, win 501, length 212
02:46:50.096447 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5252708:5252920, ack 2953, win 501, length 212
02:46:50.096480 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5252920:5253132, ack 2953, win 501, length 212
02:46:50.096517 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5253132:5253344, ack 2953, win 501, length 212
02:46:50.096556 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5253344:5253556, ack 2953, win 501, length 212
02:46:50.096589 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5253556:5253768, ack 2953, win 501, length 212
02:46:50.096622 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5253768:5253980, ack 2953, win 501, length 212
02:46:50.096656 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5253980:5254192, ack 2953, win 501, length 212
02:46:50.096687 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5254192:5254404, ack 2953, win 501, length 212
02:46:50.096720 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5254404:5254616, ack 2953, win 501, length 212
02:46:50.096751 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5254616:5254828, ack 2953, win 501, length 212
02:46:50.096785 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5254828:5255040, ack 2953, win 501, length 212
02:46:50.096817 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5255040:5255252, ack 2953, win 501, length 212
02:46:50.096850 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5255252:5255464, ack 2953, win 501, length 212
02:46:50.096882 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5255464:5255676, ack 2953, win 501, length 212
02:46:50.096913 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5255676:5255888, ack 2953, win 501, length 212
02:46:50.096945 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5255888:5256100, ack 2953, win 501, length 212
02:46:50.096984 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5256100:5256312, ack 2953, win 501, length 212
02:46:50.097016 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5256312:5256524, ack 2953, win 501, length 212
02:46:50.097195 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5256524:5256736, ack 2953, win 501, length 212
02:46:50.097301 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5256736:5256948, ack 2953, win 501, length 212
02:46:50.097396 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5256948:5257160, ack 2953, win 501, length 212
02:46:50.097455 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5257160:5257372, ack 2953, win 501, length 212
02:46:50.097494 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5257372:5257584, ack 2953, win 501, length 212
02:46:50.097527 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5257584:5257796, ack 2953, win 501, length 212
02:46:50.097559 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5257796:5258008, ack 2953, win 501, length 212
02:46:50.097592 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5258008:5258220, ack 2953, win 501, length 212
02:46:50.097624 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5258220:5258432, ack 2953, win 501, length 212
02:46:50.097659 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5258432:5258644, ack 2953, win 501, length 212
02:46:50.097693 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5258644:5258856, ack 2953, win 501, length 212
02:46:50.097726 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5258856:5259068, ack 2953, win 501, length 212
02:46:50.097756 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5259068:5259280, ack 2953, win 501, length 212
02:46:50.097787 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5259280:5259492, ack 2953, win 501, length 212
02:46:50.097818 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5259492:5259704, ack 2953, win 501, length 212
02:46:50.097849 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5259704:5259916, ack 2953, win 501, length 212
02:46:50.097889 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5259916:5260128, ack 2953, win 501, length 212
02:46:50.097932 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5260128:5260340, ack 2953, win 501, length 212
02:46:50.097970 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5260340:5260552, ack 2953, win 501, length 212
02:46:50.098010 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5260552:5260764, ack 2953, win 501, length 212
02:46:50.098044 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5260764:5260976, ack 2953, win 501, length 212
02:46:50.098077 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5260976:5261188, ack 2953, win 501, length 212
02:46:50.098108 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5261188:5261400, ack 2953, win 501, length 212
02:46:50.098140 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5261400:5261612, ack 2953, win 501, length 212
02:46:50.098156 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5244508, win 8337, length 0
02:46:50.098221 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5261612:5261968, ack 2953, win 501, length 356
02:46:50.098274 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5261968:5262180, ack 2953, win 501, length 212
02:46:50.098309 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5262180:5262392, ack 2953, win 501, length 212
02:46:50.098342 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5262392:5262604, ack 2953, win 501, length 212
02:46:50.098373 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5262604:5262816, ack 2953, win 501, length 212
02:46:50.098405 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5262816:5263028, ack 2953, win 501, length 212
02:46:50.098438 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5263028:5263240, ack 2953, win 501, length 212
02:46:50.098478 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5263240:5263452, ack 2953, win 501, length 212
02:46:50.098512 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5263452:5263664, ack 2953, win 501, length 212
02:46:50.098545 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5263664:5263876, ack 2953, win 501, length 212
02:46:50.098584 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5263876:5264088, ack 2953, win 501, length 212
02:46:50.098617 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5264088:5264300, ack 2953, win 501, length 212
02:46:50.098657 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5264300:5264512, ack 2953, win 501, length 212
02:46:50.098691 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5264512:5264724, ack 2953, win 501, length 212
02:46:50.098724 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5264724:5264936, ack 2953, win 501, length 212
02:46:50.098755 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5264936:5265148, ack 2953, win 501, length 212
02:46:50.098790 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5265148:5265360, ack 2953, win 501, length 212
02:46:50.098834 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5265360:5265572, ack 2953, win 501, length 212
02:46:50.099026 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5265572:5265784, ack 2953, win 501, length 212
02:46:50.099088 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5265784:5265996, ack 2953, win 501, length 212
02:46:50.099141 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5265996:5266208, ack 2953, win 501, length 212
02:46:50.099175 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5266208:5266420, ack 2953, win 501, length 212
02:46:50.099191 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5250588, win 8337, length 0
02:46:50.099191 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5253980, win 8337, length 0
02:46:50.099191 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5254404, win 8336, length 0
02:46:50.099269 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5266420:5267080, ack 2953, win 501, length 660
02:46:50.099308 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5267080:5267292, ack 2953, win 501, length 212
02:46:50.099340 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5267292:5267504, ack 2953, win 501, length 212
02:46:50.099371 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5267504:5267716, ack 2953, win 501, length 212
02:46:50.099402 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5267716:5267928, ack 2953, win 501, length 212
02:46:50.099434 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5267928:5268140, ack 2953, win 501, length 212
02:46:50.099466 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5268140:5268352, ack 2953, win 501, length 212
02:46:50.099496 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5268352:5268564, ack 2953, win 501, length 212
02:46:50.099528 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5268564:5268776, ack 2953, win 501, length 212
02:46:50.099564 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5268776:5268988, ack 2953, win 501, length 212
02:46:50.099601 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5268988:5269200, ack 2953, win 501, length 212
02:46:50.099632 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5269200:5269412, ack 2953, win 501, length 212
02:46:50.099669 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5269412:5269624, ack 2953, win 501, length 212
02:46:50.099706 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5269624:5269836, ack 2953, win 501, length 212
02:46:50.099736 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5269836:5270048, ack 2953, win 501, length 212
02:46:50.099768 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5270048:5270260, ack 2953, win 501, length 212
02:46:50.099804 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5270260:5270472, ack 2953, win 501, length 212
02:46:50.099835 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5270472:5270684, ack 2953, win 501, length 212
02:46:50.099866 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5270684:5270896, ack 2953, win 501, length 212
02:46:50.099898 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5270896:5271108, ack 2953, win 501, length 212
02:46:50.099930 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5271108:5271320, ack 2953, win 501, length 212
02:46:50.099964 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5271320:5271532, ack 2953, win 501, length 212
02:46:50.099997 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5271532:5271744, ack 2953, win 501, length 212
02:46:50.100029 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5271744:5271956, ack 2953, win 501, length 212
02:46:50.100065 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5271956:5272168, ack 2953, win 501, length 212
02:46:50.100097 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5272168:5272380, ack 2953, win 501, length 212
02:46:50.100129 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5272380:5272592, ack 2953, win 501, length 212
02:46:50.100161 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5272592:5272804, ack 2953, win 501, length 212
02:46:50.100192 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5272804:5273016, ack 2953, win 501, length 212
02:46:50.100227 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5273016:5273228, ack 2953, win 501, length 212
02:46:50.100265 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5273228:5273440, ack 2953, win 501, length 212
02:46:50.100296 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5273440:5273652, ack 2953, win 501, length 212
02:46:50.100502 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5273652:5273864, ack 2953, win 501, length 212
02:46:50.100541 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5273864:5274076, ack 2953, win 501, length 212
02:46:50.100574 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5274076:5274288, ack 2953, win 501, length 212
02:46:50.100616 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5274288:5274500, ack 2953, win 501, length 212
02:46:50.100651 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5274500:5274712, ack 2953, win 501, length 212
02:46:50.100683 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5274712:5274924, ack 2953, win 501, length 212
02:46:50.100730 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5274924:5275136, ack 2953, win 501, length 212
02:46:50.100764 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5275136:5275348, ack 2953, win 501, length 212
02:46:50.100805 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5275348:5275560, ack 2953, win 501, length 212
02:46:50.100848 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5275560:5275772, ack 2953, win 501, length 212
02:46:50.100926 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5275772:5275984, ack 2953, win 501, length 212
02:46:50.100976 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5275984:5276196, ack 2953, win 501, length 212
02:46:50.101150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5276196:5276408, ack 2953, win 501, length 212
02:46:50.101170 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5255252, win 8332, length 0
02:46:50.101171 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 5264512, win 8337, length 0
02:46:50.101243 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5276408:5276916, ack 2953, win 501, length 508
02:46:50.101278 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5276916:5277128, ack 2953, win 501, length 212
02:46:50.101310 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5277128:5277340, ack 2953, win 501, length 212
02:46:50.101341 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5277340:5277552, ack 2953, win 501, length 212
02:46:50.101375 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5277552:5277764, ack 2953, win 501, length 212
02:46:50.101513 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5277764:5277976, ack 2953, win 501, length 212
02:46:50.101559 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5277976:5278188, ack 2953, win 501, length 212
02:46:50.101605 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5278188:5278400, ack 2953, win 501, length 212
02:46:50.101683 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 5278400:5278612, ack 2953, win 501, length 212
